open,high,low,close,h-l,o-c,ma10,ma50,stddev,activo,datetime,ema_rapida,ema_lenta,atr,rsi,future_close,direccion,ema_35,ema_50,adx
1.16254,1.16319,1.16108,1.1614,0.00211,0.0011399999999999,1.159944,1.1533796,0.0023939237897354,EURUSD,2025-06-25 11:00:00,1.156456800042235,1.1530721658176182,0.0035456856729878,62.84467805563066,1.16311,BUY,1.1546355748924364,1.1533380684830223,25.478332376527195
1.16137,1.16229,1.15897,1.16099,0.0033199999999999,0.00038,1.160595,1.1535418,0.0014367652711536,EURUSD,2025-06-25 15:00:00,1.1568689091293043,1.153382669118888,0.0035295652677744,61.73435796179146,1.16585,BUY,1.1549885985095232,1.1536381442287862,25.496739563556655
1.16099,1.16139,1.159,1.15929,0.0023899999999998,0.0017,1.160748,1.1536946,0.0011551988765545,EURUSD,2025-06-25 19:00:00,1.157089008299368,1.1536143291534413,0.0034481677486476,57.22018014272043,1.16828,BUY,1.155227565258994,1.1538597856315789,25.513831951512582
1.15928,1.16359,1.15901,1.16311,0.0045799999999998,-0.00383,1.161066,1.1538476,0.0013295379314103,EURUSD,2025-06-25 23:00:00,1.1576363711812434,1.153986708402326,0.0035290129094585,63.65196852642625,1.168,BUY,1.1556654783001612,1.1542225391362229,26.120535653367916
1.16308,1.16656,1.16262,1.16585,0.00394,-0.0027700000000001,1.161587,1.1540853999999998,0.0019972150053824,EURUSD,2025-06-26 03:00:00,1.1583830647102211,1.1544519355238032,0.0035583691302114,67.43403088702631,1.17288,BUY,1.1562312850612633,1.1546785179936259,27.340830429575355
1.16586,1.1689,1.16512,1.16828,0.0037800000000001,-0.00242,1.162489,1.1543568,0.0027314035870776,EURUSD,2025-06-26 07:00:00,1.1592827861002009,1.1549942125620856,0.0035741999066249,70.37781078834024,1.17068,BUY,1.1569006581134154,1.1552119094448563,28.902946384557485
1.16827,1.17135,1.16676,1.168,0.0045899999999998,0.0002699999999999,1.163282,1.1546455999999998,0.0030799740258553,EURUSD,2025-06-26 11:00:00,1.1600752600910915,1.1555042434420038,0.0036467570561517,69.59713780536605,1.17301,BUY,1.1575172882182256,1.1557134031921168,30.739955201184767
1.16799,1.17453,1.16711,1.17288,0.0074199999999999,-0.0048899999999998,1.164329,1.1550314,0.0042917917781048,EURUSD,2025-06-26 15:00:00,1.1612393273555377,1.1561856456599644,0.0039162744092837,74.83622537320859,1.17008,SELL,1.1583707722061019,1.1563866030669359,32.865855267815896
1.17275,1.17311,1.16896,1.17068,0.00415,0.00207,1.1653030000000002,1.15529,0.0045355192033971,EURUSD,2025-06-26 19:00:00,1.162097570323216,1.1567540517125148,0.0039329690943349,69.05863535474947,1.16916,SELL,1.1590546181946517,1.15694712843686,34.83990532968765
1.17073,1.17404,1.16895,1.17301,0.00509,-0.00228,1.166349,1.155582,0.0050112771714231,EURUSD,2025-06-26 23:00:00,1.1630896093847418,1.1573915398806516,0.0040156141590252,71.56267664794609,1.16849,SELL,1.1598299171838375,1.157577044968748,36.791751452983604
1.17293,1.17327,1.16945,1.17008,0.0038199999999999,0.00285,1.167217,1.155815,0.0048063570172963,EURUSD,2025-06-27 03:00:00,1.1637250994406745,1.1578891265519986,0.0040016417190949,64.49429919206824,1.17094,BUY,1.1603993662291798,1.1580673569307578,38.60417999604413
1.1695,1.17106,1.16808,1.16916,0.0029799999999999,0.00034,1.168034,1.1560758,0.0042977311843888,EURUSD,2025-06-27 07:00:00,1.1642191813097038,1.1583311215891752,0.0039286673105881,62.40985059278257,1.17461,BUY,1.1608860681053366,1.1585023625413164,39.509755595860724
1.16917,1.17098,1.16843,1.16849,0.0025499999999998,0.00068,1.168954,1.1563452,0.003009629729891,EURUSD,2025-06-27 11:00:00,1.164607437554276,1.158729508977835,0.0038301910741175,60.86700157241822,1.17225,BUY,1.1613085087661512,1.15889403459852,40.350647224261856
1.16856,1.17275,1.16831,1.17094,0.0044399999999999,-0.00238,1.169737,1.1566413999999998,0.0022405805299168,EURUSD,2025-06-27 15:00:00,1.165183125049342,1.159208351763018,0.0038737488545377,64.33871041297735,1.17057,SELL,1.161843591612476,1.1593664253985778,41.44943844186999
1.17093,1.17508,1.17008,1.17461,0.0049999999999998,-0.0036799999999999,1.170613,1.1570292,0.0022643470974449,EURUSD,2025-06-27 19:00:00,1.16604011368122,1.1598123379683898,0.0039541953649278,68.803407448332,1.17165,SELL,1.162552836522894,1.159964212637849,42.83234683650819
1.17468,1.17541,1.17051,1.17225,0.0049000000000001,0.0024299999999999,1.17101,1.1573734,0.0021552571385479,EURUSD,2025-06-27 23:00:00,1.166604648801109,1.16030008942061,0.0040217528388616,63.314001668564295,1.17183,SELL,1.1630915678271778,1.1604460082206787,44.16459798080985
1.17226,1.17247,1.16877,1.17057,0.0036999999999998,0.0016899999999999,1.1712669999999998,1.1577854,0.0018938265202538,EURUSD,2025-06-28 03:00:00,1.1669651352737354,1.1607028310119587,0.0039987704932286,59.66466004280702,1.17305,BUY,1.1635070362812234,1.1608430275061423,44.37587478908143
1.17165,1.17165,1.17165,1.17165,0.0,0.0,1.1711440000000002,1.1582578,0.0018157594064606,EURUSD,2025-06-28 07:00:00,1.167391032067032,1.1611321317565877,0.0037902868865694,61.212430255147375,1.17292,BUY,1.163959423154489,1.1612668303490388,44.57206039676219
1.17311,1.17392,1.17158,1.17183,0.00234,0.0012800000000001,1.171259,1.158708,0.0018195203885564,EURUSD,2025-06-30 07:00:00,1.167794574606393,1.1615516560014274,0.0036866949661001,61.47774773680859,1.17131,SELL,1.164396677423684,1.1616810722961353,45.202182451831575
1.17184,1.17348,1.17114,1.17305,0.00234,-0.0012099999999999,1.1712630000000002,1.1591582,0.0018238363108614,EURUSD,2025-06-30 11:00:00,1.168272340551266,1.1620025714523516,0.0035905024685216,63.30962935523208,1.17624,BUY,1.1648774175668126,1.1621269125982476,45.52259425450942
1.17303,1.17509,1.17135,1.17292,0.00374,0.00011,1.171547,1.1596108,0.0018401995664524,EURUSD,2025-06-30 15:00:00,1.1686948550466056,1.1624307059052006,0.0036011808636272,62.966023775217934,1.17867,BUY,1.1653242277019895,1.1625501709277282,46.13250108155741
1.17285,1.17331,1.1707,1.17131,0.00261,0.0015399999999998,1.171762,1.1600228,0.0016456393556352,EURUSD,2025-06-30 19:00:00,1.1689325954969143,1.1627789135167614,0.0035303822305109,58.71579242308644,1.17971,BUY,1.1656567706074346,1.162893693636445,46.29809799724472
1.17135,1.17721,1.17107,1.17624,0.00614,-0.00489,1.172537,1.160541,0.0017547842538906,EURUSD,2025-06-30 23:00:00,1.1695969049971948,1.1633067992612025,0.0037167834997601,66.23226332647488,1.17862,BUY,1.1662447277959105,1.1634170781997215,47.153251558227694
1.17625,1.1789,1.17603,1.17867,0.0028700000000001,-0.00242,1.17331,1.1611544,0.0025122234507682,EURUSD,2025-07-01 03:00:00,1.1704217318156318,1.1639092777215474,0.003656298964063,69.20810913097574,1.18067,BUY,1.1669350206961377,1.164015231995811,48.19065640160701
1.17808,1.1798,1.17707,1.17971,0.0027299999999998,-0.00163,1.17382,1.1617864,0.0032226697007174,EURUSD,2025-07-01 07:00:00,1.1712661198323926,1.16452891388933,0.0035901347523442,70.41000039941261,1.18034,BUY,1.1676447417685745,1.1646307130940146,49.276390264075836
1.17973,1.18089,1.17779,1.17862,0.0031000000000001,0.0011099999999999,1.174457,1.1624204,0.0034958357767061,EURUSD,2025-07-01 11:00:00,1.171934654393084,1.1650815055015131,0.0035551251271768,67.43890122289716,1.17656,SELL,1.168254478336987,1.1651793125805239,50.428703501333096
1.17863,1.18176,1.17673,1.18067,0.0050299999999998,-0.00204,1.175467,1.1630804,0.0037010420454435,EURUSD,2025-07-01 15:00:00,1.1727287767209853,1.165692819011258,0.0036604733323784,70.0026623605609,1.1806,SELL,1.1689442295404877,1.1657867905185426,50.853914676887534
1.18053,1.18306,1.17968,1.18034,0.0033799999999999,0.0001900000000001,1.1763359999999998,1.1637318,0.0037253551657564,EURUSD,2025-07-01 19:00:00,1.1734207061099866,1.1662672182657183,0.0036404395229228,69.06001353746896,1.18071,BUY,1.1695773278993493,1.1663575046158547,51.45822596229948
1.1804,1.18119,1.17613,1.17656,0.00506,0.0038399999999998,1.176809,1.1643498,0.0033733150526389,EURUSD,2025-07-01 23:00:00,1.173706096463624,1.166670856765102,0.0037418366998569,59.22251342180368,1.17969,BUY,1.1699652541271632,1.1667576024740567,50.14080882125182
1.17657,1.18076,1.1765,1.1806,0.0042599999999999,-0.0040300000000002,1.1775639999999998,1.164971,0.0032821849091257,EURUSD,2025-07-02 03:00:00,1.174332814966931,1.1672170976762746,0.0037788483641528,64.96652785008965,1.17758,SELL,1.1705560733423208,1.167300441592721,48.9174929045647
1.18055,1.18084,1.17973,1.18071,0.0011099999999999,-0.0001599999999999,1.178343,1.1655394,0.0029667941920009,EURUSD,2025-07-02 07:00:00,1.1749125590608465,1.1677462311007345,0.0035882163381419,65.11063454011558,1.17567,SELL,1.1711201803788587,1.1678263066283008,47.80211152993759
1.18076,1.18103,1.17888,1.17969,0.00215,0.0010700000000001,1.179181,1.166079,0.0016514535684662,EURUSD,2025-07-02 11:00:00,1.1753468718734967,1.1682146141948235,0.0034854865997032,62.54164446070676,1.17883,SELL,1.171596281468922,1.1682915495056223,46.320288916846515
1.17968,1.17982,1.17697,1.17758,0.00285,0.0020999999999999,1.179315,1.1665844,0.0014251647077988,EURUSD,2025-07-02 15:00:00,1.1755498835213607,1.1685818842263993,0.0034400946997244,57.48853498155659,1.17982,BUY,1.1719287102762042,1.1686558024661862,44.020124870627306
1.17757,1.17886,1.17464,1.17567,0.0042200000000001,0.0019,1.179015,1.1670728,0.0018333287878489,EURUSD,2025-07-02 19:00:00,1.175560803201237,1.1688598495508542,0.0034958022211727,53.291138401489604,1.18061,BUY,1.172136559705304,1.1689308690361397,40.9224379016299
1.17566,1.17939,1.175,1.17883,0.0043899999999998,-0.0031700000000001,1.178927,1.1675774,0.001817312117729,EURUSD,2025-07-02 23:00:00,1.1758580029102152,1.1692508358429776,0.0035596734910889,58.66794220595007,1.17894,BUY,1.1725084174994538,1.1693190702504088,38.245368822561765
1.17885,1.18043,1.17881,1.17982,0.0016200000000001,-0.0009700000000001,1.179047,1.1681464,0.0018343273062836,EURUSD,2025-07-03 03:00:00,1.176218184463832,1.169665312868743,0.0034211253845825,60.213185513410274,1.17979,SELL,1.172914616527262,1.1697308714170596,36.146016640052046
1.17991,1.18089,1.1787,1.18061,0.0021899999999999,-0.0006999999999999,1.179041,1.168712,0.0018285176145112,EURUSD,2025-07-03 07:00:00,1.1766174404216654,1.1700945162856553,0.0033331878571123,61.451673925179044,1.1739,SELL,1.173342137831303,1.170157503910508,34.3658839817199
1.18065,1.18102,1.17873,1.17894,0.0022899999999999,0.0017099999999998,1.1789010000000002,1.169312,0.0017706900726114,EURUSD,2025-07-03 11:00:00,1.176828582201514,1.1704413979999433,0.0032586744387472,57.38512349689489,1.17518,SELL,1.1736531301740083,1.1705019155218608,32.76268604204418
1.17895,1.18107,1.17865,1.17979,0.00242,-0.0008399999999999,1.179224,1.1699264,0.0015806060721971,EURUSD,2025-07-03 15:00:00,1.177097802001376,1.1708080098430829,0.0031987691216938,58.8767729404037,1.17565,SELL,1.1739940673865634,1.1708661541288468,31.232624140815783
1.17979,1.18003,1.17169,1.1739,0.00834,0.0058899999999999,1.178554,1.170441,0.0022222971098294,EURUSD,2025-07-03 19:00:00,1.1768070927285237,1.1709292643590403,0.0035659998987157,46.68283876916738,1.17661,BUY,1.1739888414206432,1.170985128476735,30.788826322106292
1.17379,1.17908,1.17339,1.17518,0.0056899999999999,-0.00139,1.178001,1.1710104,0.0023124035114817,EURUSD,2025-07-03 23:00:00,1.1766591752077484,1.171095959874372,0.0037177141916645,49.14768556159236,1.17802,BUY,1.174055016897274,1.1711496332423532,30.376728347590333
1.17517,1.17604,1.17443,1.17565,0.0016099999999998,-0.00048,1.177597,1.1714338,0.0023373111331714,EURUSD,2025-07-04 03:00:00,1.1765674320070438,1.1712745496832202,0.0035671631779742,50.06061801728176,1.17745,BUY,1.1741436270696477,1.1713261182132413,29.99406594268266
1.17577,1.17719,1.17499,1.17661,0.0021999999999999,-0.0008399999999999,1.1774999999999998,1.1718108,0.0023581301443499,EURUSD,2025-07-04 07:00:00,1.1765713018245851,1.1714837830289762,0.0034695086652618,51.957799483171655,1.17669,BUY,1.1742806477880006,1.1715333292637025,29.074906672643774
1.17669,1.17805,1.17559,1.17802,0.0024600000000001,-0.00133,1.1777349999999998,1.1721726,0.0022709824109897,EURUSD,2025-07-04 11:00:00,1.176703001658714,1.171740105263134,0.0033974009034574,54.68099390848074,1.17744,SELL,1.174488389577556,1.1717877085082633,27.816575901170175
1.17803,1.17857,1.17672,1.17745,0.0018499999999999,0.0005799999999998,1.177597,1.1725088,0.002238749899168,EURUSD,2025-07-04 15:00:00,1.1767709105988309,1.1719640227037953,0.0032868722674961,53.36411602484238,1.17667,SELL,1.174652923489914,1.172009759154998,26.40493667194982
1.17739,1.17828,1.17638,1.17669,0.0019,0.0006999999999999,1.177284,1.1728574,0.0021084285880782,EURUSD,2025-07-04 19:00:00,1.176763555089846,1.172149355146784,0.003187809962675,51.58043368124759,1.17702,BUY,1.1747660944071407,1.172193298011665,25.232416872790512
1.1767,1.17877,1.17664,1.17744,0.0021300000000001,-0.0007399999999999,1.176967,1.1732048,0.0017627759043066,EURUSD,2025-07-04 23:00:00,1.176825050081678,1.1723568314155377,0.0031122521081982,53.241404511958876,1.17797,BUY,1.1749146447178551,1.1723990510308155,23.895027336356268
1.17748,1.17859,1.17667,1.17667,0.0019199999999999,0.0008099999999999,1.17674,1.17349,0.0016209256614402,EURUSD,2025-07-05 03:00:00,1.1768109546197074,1.1725259752815949,0.0030270912433269,51.295875540273826,1.17659,SELL,1.1750121644557519,1.1725665392256857,22.65316562395304
1.17702,1.17702,1.17702,1.17702,0.0,0.0,1.176463,1.1738115999999998,0.0012317652192978,EURUSD,2025-07-05 07:00:00,1.1768299587451885,1.1727022115450616,0.0028358704402321,52.15176199056159,1.17242,SELL,1.1751237108748769,1.172741184746247,21.500008319578615
1.17806,1.17902,1.17751,1.17797,0.0015099999999999,9.000000000014552e-05,1.17687,1.17412,0.0009250105104049,EURUSD,2025-07-07 07:00:00,1.1769335988592624,1.172908791484471,0.0027761654087869,54.489532887834365,1.17225,SELL,1.1752818380484948,1.1729462363248255,20.556200784387933
1.17792,1.17806,1.17639,1.17659,0.00167,0.00133,1.177011,1.1744238,0.0007245143967002,EURUSD,2025-07-07 11:00:00,1.1769023625993296,1.173053152602727,0.0026971535938736,50.62049857806989,1.16939,SELL,1.1753545137124672,1.1730891290179697,19.0938933508822
1.1766,1.17737,1.17233,1.17242,0.0050399999999999,0.00418,1.176688,1.1746524,0.0015953390443985,EURUSD,2025-07-07 15:00:00,1.1764948750902997,1.1730283230888947,0.0028644997657397,41.11932726634678,1.1708,SELL,1.1751914851728857,1.173062888664324,19.39046406659634
1.17241,1.17358,1.1718,1.17225,0.0017800000000001,0.0001599999999999,1.176252,1.1749116,0.0021264148231041,EURUSD,2025-07-07 19:00:00,1.1761089773548177,1.1729978006148205,0.0027870354967583,40.7832569262418,1.17433,BUY,1.1750280693299477,1.1730310106774877,19.83888094386908
1.1722,1.17454,1.16875,1.16939,0.0057899999999999,0.0028099999999999,1.175389,1.1750372,0.0029289415987363,EURUSD,2025-07-07 23:00:00,1.1754981612316524,1.1728563182377687,0.0030015329612756,35.52311964780971,1.17414,BUY,1.1747148432560617,1.1728882259450373,21.123864635639087
1.16945,1.17237,1.16869,1.1708,0.0036799999999999,-0.0013499999999999,1.174724,1.1751362,0.0031551939542301,EURUSD,2025-07-08 03:00:00,1.1750710556651385,1.1727756783068757,0.003049994892613,39.65541398648998,1.17487,BUY,1.1744973519640582,1.1728063347315063,22.332401746427145
1.17079,1.17476,1.17071,1.17433,0.0040500000000001,-0.00354,1.174488,1.1752572,0.0030791477897355,EURUSD,2025-07-08 07:00:00,1.1750036869683076,1.1728366320987629,0.003121423828855,48.54628386426318,1.17209,SELL,1.1744880546327217,1.1728660863106628,22.18222166467263
1.17436,1.17499,1.17308,1.17414,0.00191,0.0002200000000001,1.174158,1.17538,0.002899198356621,EURUSD,2025-07-08 11:00:00,1.174925169971189,1.1728877445654782,0.0030348935553653,48.135198243787386,1.17086,SELL,1.174468718264237,1.1729160437102448,21.929433963621072
1.17413,1.17651,1.17319,1.17487,0.0033199999999999,-0.0007400000000001,1.173978,1.1754198,0.0027793076675738,EURUSD,2025-07-08 15:00:00,1.1749201545192625,1.1729654800727145,0.0030552583014107,49.89088475256906,1.17248,SELL,1.1744910116940015,1.172992669447098,20.96707916957462
1.17487,1.17504,1.17139,1.17209,0.0036500000000001,0.00278,1.173485,1.175448,0.0026119649903926,EURUSD,2025-07-08 19:00:00,1.174662867744784,1.1729311475208433,0.0030977398513099,43.80892594191664,1.17244,BUY,1.174357622155446,1.1729572706452511,20.718789201731262
1.17206,1.1722,1.16827,1.17086,0.0039299999999999,0.0012,1.172774,1.175405,0.0021888972362904,EURUSD,2025-07-08 23:00:00,1.174317152495258,1.1728499260494376,0.0031571870047878,41.40395886060083,1.17124,BUY,1.1741633098134767,1.1728750247375943,21.40505650763451
1.17094,1.17295,1.17075,1.17248,0.0021999999999999,-0.0015399999999998,1.172363,1.175453,0.0017306649332097,EURUSD,2025-07-09 03:00:00,1.1741501386320528,1.172835419145538,0.0030888165044458,45.6369280448545,1.17128,SELL,1.1740697926016168,1.172859533571414,21.681924279341448
1.17246,1.17291,1.17171,1.17244,0.0011999999999998,2.0000000000131024e-05,1.172365,1.1755186,0.0017307496769825,EURUSD,2025-07-09 07:00:00,1.1739946714836842,1.17281991251238,0.0029539010398425,45.54943179173606,1.17153,SELL,1.1739792485681935,1.1728430812744959,21.93901578164075
1.17242,1.17256,1.17015,1.17124,0.00241,0.0011799999999999,1.172264,1.1755736,0.0017672904558919,EURUSD,2025-07-09 11:00:00,1.1737442468033492,1.172757955158953,0.002915050965568,42.892615533672185,1.1705,SELL,1.1738270680921827,1.1727802153421627,22.633588188849348
1.17123,1.17284,1.17024,1.17128,0.0026000000000001,-5.000000000010552e-05,1.1724530000000002,1.1755804,0.0015077949315094,EURUSD,2025-07-09 15:00:00,1.173520224366681,1.1726999961331122,0.0028925473251703,43.01193900125678,1.17185,BUY,1.1736855643092836,1.1727213833679604,23.125806632921194
1.17132,1.17197,1.16895,1.17153,0.00302,-0.00021,1.172526,1.1755188,0.0014347760181129,EURUSD,2025-07-09 19:00:00,1.1733392948788008,1.1726541139318136,0.0029016510876582,43.802284452815115,1.17437,BUY,1.1735658107365456,1.1726746624515698,23.95826251872589
1.17155,1.17244,1.17006,1.1705,0.0023799999999998,0.0010499999999999,1.172143,1.1754838,0.0014106976209342,EURUSD,2025-07-09 23:00:00,1.1730811771625462,1.172569638875664,0.0028643902956826,41.263195947343775,1.17349,BUY,1.1733954879178485,1.1725893815711161,24.457575358183473
1.17046,1.17235,1.17039,1.17185,0.0019599999999999,-0.00139,1.171914,1.1755094,0.0012240206969653,EURUSD,2025-07-10 03:00:00,1.1729692519659511,1.1725414177432851,0.0027997909888481,45.70559325747841,1.17279,BUY,1.173309627477968,1.1725603862153862,24.92122299482266
1.17167,1.17495,1.17147,1.17437,0.0034799999999999,-0.0026999999999999,1.171864,1.1755638,0.0010930609416475,EURUSD,2025-07-10 07:00:00,1.1730965926963193,1.1726131268513915,0.0028483773467875,52.87108475038017,1.17064,SELL,1.1733685370625253,1.1726313514618416,23.9089520875815
1.17432,1.17445,1.17304,1.17349,0.0014099999999999,0.0008300000000001,1.1720039999999998,1.175597,0.0012087569372151,EURUSD,2025-07-10 11:00:00,1.173132356996654,1.1726475140336898,0.0027456361077312,50.37109022217498,1.1686,SELL,1.173375285003496,1.1726650239535341,22.96898624514328
1.17348,1.17433,1.17261,1.17279,0.0017200000000001,0.00069,1.1721970000000002,1.1755918,0.0011588504840469,EURUSD,2025-07-10 15:00:00,1.1731012336333215,1.1726531017186432,0.0026723763857504,48.41018054049324,1.17005,SELL,1.1733427691699685,1.1726699249749641,22.279357626803655
1.17279,1.17342,1.17018,1.17064,0.0032399999999999,0.00215,1.172013,1.1755462,0.0012513108681783,EURUSD,2025-07-10 19:00:00,1.1728774851212016,1.1725741565532062,0.0027129209296254,42.88770106549281,1.16758,SELL,1.1731926153271923,1.1725903200739851,22.560670718174624
1.17066,1.17145,1.16704,1.1686,0.00441,0.0020599999999999,1.171629,1.175492,0.001635837875674,EURUSD,2025-07-10 23:00:00,1.172488622837456,1.17241830727661,0.0028341408632236,38.410341550228516,1.16766,SELL,1.1729374700312372,1.172433836933829,23.726236284617432
1.16858,1.17025,1.16816,1.17005,0.0020899999999999,-0.00147,1.17151,1.1753682,0.0017089307898154,EURUSD,2025-07-11 03:00:00,1.1722669298522328,1.172325432481449,0.0027809879444219,42.96788868058319,1.16821,SELL,1.1727770550295018,1.1723403531325025,24.808547167742898
1.17006,1.17074,1.16647,1.16758,0.0042699999999999,0.00248,1.1711399999999998,1.1751464,0.0021162598034013,EURUSD,2025-07-11 07:00:00,1.1718408453202116,1.1721393370900195,0.0028873459483918,37.83220088866337,1.16884,BUY,1.172488329750085,1.1721536726175024,26.235937696403774
1.16752,1.16861,1.16687,1.16766,0.0017399999999998,-0.00014,1.170753,1.1749054,0.0023750464322817,EURUSD,2025-07-11 11:00:00,1.1714607684729197,1.1719636768119797,0.0028053926663638,38.09030266766544,1.16915,BUY,1.1722200892084136,1.171977450161914,27.561371758731735
1.16766,1.16959,1.16704,1.16821,0.0025499999999998,-0.00055,1.170524,1.1746972,0.0025087854520433,EURUSD,2025-07-11 15:00:00,1.1711652440662903,1.1718164737997454,0.002787150333052,39.93656354700033,1.16843,BUY,1.1719973064746128,1.1718297070183097,28.160310236967366
