open,high,low,close,ema_rapida,ema_lenta,rsi,atr,Activo,Datetime
2.08365,2.08661,2.08132,2.08454,2.0844938461538463,2.0844919607843138,100.0,0.006529333333333387,GBPAUD,2025-05-22 07:00:00
2.08456,2.08849,2.08073,2.0814,2.084255857988166,2.084370707420223,1.4570724052868798,0.006693422222222297,GBPAUD,2025-05-22 11:00:00
2.08127,2.08483,2.07943,2.0819,2.0840746381429227,2.0842738169331554,15.702211142744375,0.00652096592592603,GBPAUD,2025-05-22 15:00:00
2.08188,2.09087,2.08188,2.08859,2.0844219736703904,2.084443079014208,72.65691219688925,0.006850170469135871,GBPAUD,2025-05-22 19:00:00
2.08869,2.09489,2.08826,2.09317,2.085094898772668,2.084785311209729,81.74844777430981,0.00682081440658441,GBPAUD,2025-05-22 23:00:00
2.09305,2.0952,2.09127,2.09182,2.0856122142516935,2.085061181358367,73.9439443978641,0.006435372485706487,GBPAUD,2025-05-23 03:00:00
2.09072,2.09424,2.08881,2.09276,2.08616204392464,2.085363095814902,75.68464896941697,0.006301322820945628,GBPAUD,2025-05-23 07:00:00
2.09273,2.09319,2.08809,2.09047,2.0864934251612066,2.085563366567259,64.3976446117285,0.006141146444819559,GBPAUD,2025-05-23 11:00:00
2.09052,2.09189,2.08808,2.08987,2.086753161687268,2.0857322541528567,61.797242904206605,0.005830326918843571,GBPAUD,2025-05-23 15:00:00
2.08986,2.09672,2.08724,2.09287,2.087223687711324,2.0860121657547053,68.62023456032013,0.006316949996331086,GBPAUD,2025-05-23 19:00:00
2.09286,2.09491,2.08324,2.08405,2.086979557887376,2.08593521807805,43.833537175736346,0.007030689996820284,GBPAUD,2025-05-23 23:00:00
2.0841,2.08496,2.08188,2.08285,2.0866618995883472,2.085814229133813,41.63024169843608,0.006503931330577606,GBPAUD,2025-05-24 03:00:00
2.08467,2.08467,2.08467,2.08467,2.08650867654309,2.085769357403075,46.05879328840104,0.005879407153167249,GBPAUD,2025-05-24 07:00:00
2.08187,2.08453,2.08019,2.08451,2.0863549321936214,2.085719970838249,45.73031153415868,0.005692819532744955,GBPAUD,2025-05-26 07:00:00
2.08456,2.08498,2.07825,2.08262,2.086067629717189,2.085598403354396,41.92654160365339,0.005831110261712252,GBPAUD,2025-05-26 11:00:00
